Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,Loan_to_Income_Ratio,EMI,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Income_Per_Dependent,Loan_Term_Category,High_Risk_Flag
0,0,0,1,0,360.0,0.0,0,4166.0,0.027844455112818,0.3222222222222222,0,1,0,4166.0,Standard,1
1,1,0,1,0,360.0,1.0,0,10321.0,0.0249975777540935,0.7166666666666667,0,1,0,10321.0,Standard,0
1,0,0,0,0,180.0,0.0,0,5454.0,0.0231023102310231,0.7,0,0,1,5454.0,Short,1
1,1,1,1,0,360.0,1.0,1,10750.0,0.0290232558139534,0.8666666666666667,0,0,1,5375.0,Standard,1
1,1,3,0,1,60.0,1.0,1,7100.0,0.0176056338028169,2.083333333333333,0,0,1,1775.0,Short,0
0,0,0,1,0,360.0,0.0,0,4300.0,0.0316279069767441,0.3777777777777777,0,1,0,4300.0,Standard,1
1,1,0,1,0,360.0,1.0,1,6274.0,0.027414727446605,0.4777777777777778,0,0,1,6274.0,Standard,0
1,1,2,0,1,360.0,1.0,1,3750.0,0.0258666666666666,0.2694444444444444,0,1,0,1250.0,Standard,0
1,0,0,1,0,300.0,1.0,1,3500.0,0.0231428571428571,0.27,0,1,0,3500.0,Standard,0
1,1,3,0,0,360.0,0.0,0,4755.0,0.0199789695057833,0.2638888888888889,0,1,0,1188.75,Standard,1
1,1,3,1,1,360.0,1.0,1,7040.0,0.0265625,0.5194444444444445,0,1,0,1760.0,Standard,0
1,0,0,1,0,480.0,1.0,0,3750.0,0.0301333333333333,0.2354166666666666,0,0,1,3750.0,Extended,1
1,0,0,1,0,360.0,1.0,0,8500.0,0.0207058823529411,0.4888888888888889,0,0,1,8500.0,Standard,0
1,1,1,1,1,360.0,1.0,0,4022.0,0.027349577324714,0.3055555555555556,0,0,1,2011.0,Standard,0
1,1,3,1,0,300.0,0.0,0,7167.0,0.0251151109250732,0.6,0,1,0,1791.75,Standard,1
1,1,3,0,1,360.0,1.0,1,5499.0,0.0236406619385342,0.3611111111111111,0,1,0,1374.75,Standard,0
0,0,0,1,0,360.0,1.0,1,3846.0,0.0288611544461778,0.3083333333333333,0,1,0,3846.0,Standard,1
1,1,1,1,1,360.0,1.0,1,2395.0,0.0534446764091858,0.3555555555555555,0,1,0,1197.5,Standard,1
0,1,2,1,0,360.0,1.0,0,3259.0,0.0512427124884934,0.4638888888888889,0,0,1,1086.3333333333333,Standard,1
1,1,0,1,0,360.0,1.0,0,8250.0,0.0321212121212121,0.7361111111111112,0,1,0,8250.0,Standard,1
1,1,1,1,0,240.0,1.0,1,3988.0,0.0125376128385155,0.2083333333333333,0,0,1,1994.0,Standard,0
1,0,0,1,0,360.0,1.0,1,4897.0,0.027772105370635,0.3777777777777777,0,1,0,4897.0,Standard,0
1,1,2,0,0,360.0,1.0,1,5333.0,0.0185636602287643,0.275,0,1,0,1777.6666666666667,Standard,0
1,1,0,1,0,360.0,1.0,1,4618.0,0.0225205716760502,0.2888888888888888,0,1,0,4618.0,Standard,0
1,0,0,1,0,360.0,1.0,1,8566.0,0.0245155265001167,0.5833333333333334,0,0,1,8566.0,Standard,0
1,1,0,1,0,360.0,1.0,1,9862.0,0.0177448793348205,0.4861111111111111,0,1,0,9862.0,Standard,0
1,1,0,1,0,360.0,1.0,1,5858.0,0.0223625810856947,0.3638888888888889,0,1,0,5858.0,Standard,0
1,1,2,1,0,180.0,1.0,1,11904.0,0.0157930107526881,1.0444444444444445,0,1,0,3968.0,Short,0
1,1,2,0,0,360.0,1.0,1,5093.0,0.0159041822108776,0.225,0,0,1,1697.6666666666667,Standard,0
1,0,0,1,0,360.0,1.0,1,4133.0,0.0295185095572223,0.3388888888888889,0,1,0,4133.0,Standard,1
1,0,0,0,0,120.0,1.0,1,3620.0,0.0069060773480662,0.2083333333333333,0,1,0,3620.0,Short,0
1,0,0,1,0,360.0,1.0,0,6782.0,0.0188734886464169,0.3555555555555555,0,0,1,6782.0,Standard,0
0,1,0,1,0,360.0,1.0,1,4786.0,0.0286251567070622,0.3805555555555555,0,1,0,4786.0,Standard,1
1,1,0,1,0,360.0,1.0,1,2974.0,0.0168123739071956,0.1388888888888889,0,1,0,2974.0,Standard,0
1,1,0,0,0,180.0,1.0,1,4188.0,0.0274594078319006,0.6388888888888888,0,1,0,4188.0,Short,0
1,1,0,1,0,360.0,1.0,1,5300.0,0.0247169811320754,0.3638888888888889,0,1,0,5300.0,Standard,0
1,1,2,0,0,180.0,1.0,1,7551.0,0.0176135611177327,0.7388888888888889,0,0,1,2517.0,Short,0
1,0,0,1,0,360.0,1.0,1,8649.0,0.0174586657417042,0.4194444444444444,0,1,0,8649.0,Standard,0
1,1,0,1,0,360.0,1.0,1,12555.375,0.0093772893772893,0.3555555555555555,0,0,1,12555.375,Standard,0
1,1,0,1,0,360.0,1.0,1,8235.0,0.0155434122647237,0.3555555555555555,0,1,0,8235.0,Standard,0
1,1,0,1,0,360.0,1.0,1,4570.0,0.0350109409190372,0.4444444444444444,0,0,1,4570.0,Standard,1
1,1,1,1,0,360.0,1.0,1,4082.0,0.0244977951984321,0.2777777777777778,0,0,1,2041.0,Standard,0
1,1,2,1,0,360.0,1.0,1,12543.0,0.0179382922745754,0.625,0,0,1,4181.0,Standard,0
1,0,0,0,0,360.0,1.0,0,7333.0,0.0163643801990999,0.3333333333333333,1,0,0,7333.0,Standard,0
1,1,2,1,0,360.0,0.0,0,7400.0,0.0291891891891891,0.6,0,0,1,2466.6666666666665,Standard,1
1,1,3,0,0,480.0,1.0,1,2825.0,0.0332743362831858,0.1958333333333333,0,1,0,706.25,Extended,1
1,0,0,1,0,360.0,1.0,1,5316.0,0.0255831452219714,0.3777777777777777,0,0,1,5316.0,Standard,0
0,1,0,1,0,360.0,1.0,1,5262.0,0.0264158114785252,0.3861111111111111,0,1,0,5262.0,Standard,0
1,1,0,0,0,360.0,0.0,0,7686.0,0.0197762164975279,0.4222222222222222,1,0,0,7686.0,Standard,1
0,0,1,1,1,360.0,1.0,1,7451.0,0.0171789021607837,0.3555555555555555,0,1,0,3725.5,Standard,0
1,0,0,1,0,360.0,1.0,1,5050.0,0.0233663366336633,0.3277777777777778,0,1,0,5050.0,Standard,0
1,1,1,1,0,180.0,1.0,1,12555.375,0.0126860042515257,1.0277777777777777,1,0,0,6277.6875,Short,0
0,1,0,1,0,360.0,1.0,1,5450.0,0.0282568807339449,0.4277777777777777,0,1,0,5450.0,Standard,1
1,1,1,1,0,360.0,1.0,1,3612.0,0.023532668881506,0.2361111111111111,0,0,1,1806.0,Standard,0
1,1,0,1,0,360.0,1.0,0,7710.0,0.0226977950713359,0.4861111111111111,1,0,0,7710.0,Standard,0
0,0,0,1,0,360.0,1.0,1,10408.0,0.0248847040737893,0.7194444444444444,0,0,1,10408.0,Standard,0
1,1,0,1,0,360.0,1.0,1,8334.0,0.0215982721382289,0.5,1,0,0,8334.0,Standard,0
0,0,0,1,0,360.0,1.0,1,4166.0,0.0105616898703792,0.1222222222222222,0,1,0,4166.0,Standard,0
0,0,0,1,0,360.0,0.0,1,11117.0,0.0123234685616623,0.3805555555555555,0,1,0,11117.0,Standard,1
1,1,2,1,0,360.0,1.0,1,2957.0,0.0273926276631721,0.225,0,1,0,985.6666666666666,Standard,0
1,1,0,0,0,360.0,1.0,1,6314.0,0.0307253721887868,0.5388888888888889,1,0,0,6314.0,Standard,1
0,0,0,1,0,360.0,1.0,1,3692.0,0.0251895991332611,0.2583333333333333,1,0,0,3692.0,Standard,0
1,1,3,1,0,360.0,1.0,1,12555.375,0.0155442591270007,1.0277777777777777,1,0,0,3138.84375,Standard,0
1,0,0,1,0,360.0,1.0,1,5505.0,0.0232515894641235,0.3555555555555555,1,0,0,5505.0,Standard,0
1,1,1,1,1,180.0,0.0,0,12555.375,0.0111397340388498,0.8888888888888888,0,0,1,6277.6875,Short,1
1,1,0,1,0,360.0,1.0,0,8649.0,0.0210428951323852,0.5055555555555555,1,0,0,8649.0,Standard,0
1,0,0,1,1,480.0,1.0,1,12555.375,0.0322324704948923,1.3541666666666667,0,0,1,12555.375,Extended,1
1,0,0,1,0,360.0,1.0,1,3943.0,0.0187674359624651,0.2055555555555555,0,0,1,3943.0,Standard,0
1,0,0,1,0,360.0,1.0,1,2718.0,0.0257542310522442,0.1944444444444444,0,1,0,2718.0,Standard,0
1,1,0,1,1,120.0,1.0,1,3459.0,0.0072275224053194,0.2083333333333333,0,1,0,3459.0,Short,0
1,0,0,1,0,360.0,1.0,1,4895.0,0.0208375893769152,0.2833333333333333,0,1,0,4895.0,Standard,0
1,1,3,1,0,360.0,1.0,0,11750.0,0.0246808510638297,0.8055555555555556,0,1,0,2937.5,Standard,0
0,1,0,1,0,360.0,1.0,0,4583.0,0.0183286057167794,0.2333333333333333,1,0,0,4583.0,Standard,0
1,1,2,1,1,360.0,1.0,1,6816.0,0.0129107981220657,0.2444444444444444,0,0,1,2272.0,Standard,0
1,0,0,1,0,360.0,0.0,0,12555.375,0.0161344089605973,0.6722222222222223,0,1,0,12555.375,Standard,1
1,1,2,0,0,360.0,1.0,0,5630.0,0.0229129662522202,0.3583333333333333,1,0,0,1876.6666666666667,Standard,0
1,1,2,1,0,360.0,1.0,0,7125.0,0.0259649122807017,0.5138888888888888,1,0,0,2375.0,Standard,0
1,0,0,1,0,360.0,1.0,1,5417.0,0.0310134760937788,0.4666666666666667,0,0,1,5417.0,Standard,1
1,0,0,1,1,180.0,1.0,1,6950.0,0.0251798561151079,0.9722222222222222,0,1,0,6950.0,Short,0
1,1,0,1,0,360.0,1.0,1,4732.0,0.025781910397295,0.3388888888888889,0,1,0,4732.0,Standard,0
1,1,2,1,0,180.0,1.0,1,11757.0,0.0159054180488219,1.038888888888889,0,0,1,3919.0,Short,0
0,1,0,1,0,360.0,1.0,1,6816.0,0.0146713615023474,0.2777777777777778,0,1,0,6816.0,Standard,0
0,1,2,1,0,360.0,1.0,1,12555.375,0.0047087313332436,0.1944444444444444,0,0,1,4185.125,Standard,0
1,1,1,1,0,360.0,1.0,1,2963.0,0.010124873439082,0.0833333333333333,0,0,1,1481.5,Standard,0
0,0,0,1,0,360.0,1.0,0,11666.0,0.0192868163895079,0.625,1,0,0,11666.0,Standard,0
1,1,0,1,0,360.0,1.0,1,5690.0,0.0219683655536028,0.3472222222222222,0,1,0,5690.0,Standard,0
1,0,0,1,0,360.0,0.0,0,6277.0,0.0187987892305241,0.3277777777777778,1,0,0,6277.0,Standard,1
1,1,0,1,1,360.0,1.0,1,6327.0,0.024024024024024,0.4222222222222222,1,0,0,6327.0,Standard,0
1,0,0,1,0,360.0,1.0,0,9166.0,0.026620117826751,0.6777777777777778,0,0,1,9166.0,Standard,0
1,1,2,0,0,360.0,1.0,0,2281.0,0.0495396755808855,0.3138888888888889,1,0,0,760.3333333333334,Standard,1
1,0,0,1,0,360.0,1.0,1,3254.0,0.0153657037492317,0.1388888888888889,0,0,1,3254.0,Standard,0
1,1,3,1,0,180.0,0.0,1,12555.375,0.0150003750093752,3.333333333333333,0,1,0,3138.84375,Short,1
1,1,1,1,0,360.0,1.0,1,6000.0,0.0266666666666666,0.4444444444444444,1,0,0,3000.0,Standard,0
1,1,1,1,0,360.0,1.0,1,9538.0,0.0196057873768085,0.5194444444444445,0,0,1,4769.0,Standard,0
1,0,0,1,0,360.0,1.0,1,5063.0,0.0237013628283626,0.3333333333333333,1,0,0,5063.0,Standard,0
1,1,0,1,0,360.0,1.0,1,10208.0,0.0249804075235109,0.7083333333333334,0,1,0,10208.0,Standard,0
1,1,0,0,0,360.0,1.0,1,2904.0,0.0337465564738292,0.2722222222222222,0,1,0,2904.0,Standard,1
1,1,0,1,0,360.0,1.0,0,7933.0,0.0346653220723559,0.7638888888888888,0,0,1,7933.0,Standard,1
1,1,1,1,0,360.0,0.0,0,4369.0,0.027695124742504,0.3361111111111111,0,1,0,2184.5,Standard,1
1,1,2,1,0,360.0,1.0,1,5614.0,0.0281439258995368,0.4388888888888889,1,0,0,1871.3333333333333,Standard,0
1,1,0,1,0,180.0,1.0,1,9323.0,0.0080446208302048,0.4166666666666667,0,0,1,9323.0,Short,0
1,1,0,1,0,360.0,1.0,1,6873.0,0.0264804306707405,0.5055555555555555,1,0,0,6873.0,Standard,0
0,1,0,1,0,360.0,1.0,0,4583.0,0.0244381409557058,0.3111111111111111,1,0,0,4583.0,Standard,0
1,1,0,1,0,360.0,1.0,1,5772.0,0.0223492723492723,0.3583333333333333,1,0,0,5772.0,Standard,0
1,0,0,1,0,480.0,0.0,0,2237.0,0.0281627179257934,0.13125,0,1,0,2237.0,Extended,1
1,1,2,1,0,360.0,1.0,1,8000.0,0.025,0.5555555555555556,0,1,0,2666.6666666666665,Standard,0
1,1,0,0,0,360.0,1.0,1,3589.0,0.0264697687378099,0.2638888888888889,1,0,0,3589.0,Standard,0
1,1,3,1,0,300.0,1.0,1,12555.375,0.013523172922744,2.333333333333333,0,0,1,3138.84375,Standard,0
1,1,3,0,0,180.0,1.0,0,3522.0,0.0229982964224872,0.45,1,0,0,880.5,Short,0
1,1,0,1,0,360.0,1.0,1,11333.0,0.0165004853083914,0.5194444444444445,0,1,0,11333.0,Standard,0
1,1,0,0,1,360.0,1.0,0,5080.0,0.0171259842519685,0.2416666666666666,0,1,0,5080.0,Standard,0
1,1,0,1,0,360.0,1.0,1,5461.0,0.0212415308551547,0.3222222222222222,1,0,0,5461.0,Standard,0
1,1,2,1,0,360.0,1.0,1,3664.0,0.0275655021834061,0.2805555555555555,1,0,0,1221.3333333333333,Standard,0
1,1,3,1,0,360.0,0.0,0,12555.375,0.0294362511893434,1.375,0,1,0,3138.84375,Standard,1
1,1,1,1,0,360.0,1.0,1,3750.0,0.0309333333333333,0.3222222222222222,0,1,0,1875.0,Standard,1
1,0,0,0,0,480.0,0.0,0,3784.0,0.0269556025369978,0.2125,0,0,1,3784.0,Extended,1
1,1,1,1,0,360.0,0.0,0,12555.375,0.0131868131868131,0.5,0,0,1,6277.6875,Standard,1
1,0,0,1,0,360.0,1.0,0,6979.0,0.0096002292592061,0.1861111111111111,1,0,0,6979.0,Standard,0
1,1,0,1,0,180.0,1.0,1,4600.0,0.0158695652173913,0.4055555555555555,0,1,0,4600.0,Short,0
1,1,1,1,0,360.0,1.0,0,12555.375,0.0076818530993322,0.7222222222222222,0,1,0,6277.6875,Standard,0
0,1,0,1,0,360.0,1.0,1,3625.0,0.0297931034482758,0.3,0,1,0,3625.0,Standard,1
1,1,0,1,1,360.0,1.0,1,12555.375,0.0027336720049206,0.3333333333333333,0,1,0,12555.375,Standard,0
1,1,1,1,1,300.0,0.0,0,2178.0,0.0303030303030303,0.22,1,0,0,1089.0,Standard,1
1,1,0,1,0,360.0,1.0,1,4521.0,0.0128290201282902,0.1611111111111111,1,0,0,4521.0,Standard,0
1,1,0,1,1,360.0,1.0,1,5970.0,0.0281407035175879,0.4666666666666667,1,0,0,5970.0,Standard,0
1,1,0,1,0,180.0,1.0,1,9328.0,0.0201543739279588,1.0444444444444445,1,0,0,9328.0,Short,0
1,0,0,0,0,360.0,1.0,1,4885.0,0.009825997952917,0.1333333333333333,1,0,0,4885.0,Standard,0
1,0,0,1,0,360.0,1.0,0,12000.0,0.0136666666666666,0.4555555555555555,0,1,0,12000.0,Standard,0
1,1,0,0,0,360.0,1.0,0,6033.0,0.0265208022542681,0.4444444444444444,0,0,1,6033.0,Standard,0
1,0,0,1,0,360.0,1.0,1,3858.0,0.0196993260756868,0.2111111111111111,0,1,0,3858.0,Standard,0
1,0,0,1,0,360.0,1.0,1,4191.0,0.0286327845382963,0.3333333333333333,1,0,0,4191.0,Standard,1
1,1,1,1,0,360.0,1.0,0,5708.0,0.0297827610371408,0.4722222222222222,0,1,0,2854.0,Standard,1
1,0,0,1,0,360.0,1.0,1,12083.0,0.0154762890010758,0.5194444444444445,1,0,0,12083.0,Standard,0
0,0,0,0,0,360.0,1.0,1,4272.0,0.0280898876404494,0.3333333333333333,0,0,1,4272.0,Standard,0
0,1,0,1,0,360.0,1.0,1,6232.0,0.0181322207958921,0.3138888888888889,0,1,0,6232.0,Standard,0
1,0,0,1,1,360.0,1.0,0,11000.0,0.0075454545454545,0.2305555555555555,0,0,1,11000.0,Standard,0
1,1,1,0,0,360.0,1.0,1,5100.0,0.0176470588235294,0.25,0,1,0,2550.0,Standard,0
1,0,2,1,0,360.0,0.0,1,4923.0,0.0337192768637009,0.4611111111111111,0,1,0,1641.0,Standard,1
1,1,3,0,0,180.0,1.0,0,3992.0,0.032064128256513,0.7111111111111111,0,0,1,998.0,Short,1
1,1,1,0,0,360.0,1.0,1,4583.0,0.0294566877591097,0.375,0,0,1,2291.5,Standard,1
1,1,2,0,0,360.0,1.0,1,3917.0,0.0316568802655093,0.3444444444444444,0,1,0,1305.6666666666667,Standard,1
0,0,0,0,0,360.0,1.0,1,4408.0,0.0272232304900181,0.3333333333333333,0,1,0,4408.0,Standard,0
0,0,0,1,0,360.0,1.0,1,3244.0,0.0246609124537607,0.2222222222222222,0,0,1,3244.0,Standard,0
1,0,0,0,0,360.0,1.0,1,6506.0,0.0084537350138333,0.1527777777777778,1,0,0,6506.0,Standard,0
1,0,0,1,0,360.0,1.0,1,2479.0,0.0237999193223073,0.1638888888888889,0,0,1,2479.0,Standard,0
1,0,0,1,0,360.0,1.0,0,3418.0,0.0371562317144529,0.3527777777777778,0,1,0,3418.0,Standard,1
0,0,0,1,0,360.0,1.0,0,10000.0,0.0214,0.5944444444444444,0,1,0,10000.0,Standard,0
1,1,3,1,0,360.0,0.0,0,4680.0,0.0273504273504273,0.3555555555555555,0,1,0,1170.0,Standard,1
1,1,1,1,1,360.0,1.0,1,7787.0,0.0308205984332862,0.6666666666666666,0,0,1,3893.5,Standard,1
1,1,3,0,1,360.0,1.0,1,5703.0,0.0227950201648255,0.3611111111111111,1,0,0,1425.75,Standard,0
1,1,0,1,0,360.0,1.0,1,6194.0,0.0221181788827897,0.3805555555555555,0,0,1,6194.0,Standard,0
1,1,3,0,0,360.0,1.0,1,4833.0,0.0206910821435961,0.2777777777777778,0,1,0,1208.25,Standard,0
1,1,0,1,0,360.0,1.0,0,1950.0,0.0692307692307692,0.375,1,0,0,1950.0,Standard,1
1,1,0,1,0,360.0,1.0,1,5502.0,0.0238095238095238,0.3638888888888889,0,1,0,5502.0,Standard,0
1,1,2,1,0,360.0,0.0,0,5000.0,0.0144,0.2,0,1,0,1666.6666666666667,Standard,1
0,1,2,1,0,360.0,1.0,1,6666.0,0.019051905190519,0.3527777777777778,0,1,0,2222.0,Standard,0
1,1,0,1,0,360.0,0.0,0,2221.0,0.0270148581719946,0.1666666666666666,0,0,1,2221.0,Standard,1
1,1,2,1,0,360.0,1.0,1,5726.0,0.0202584701362207,0.3222222222222222,0,1,0,1908.6666666666667,Standard,0
1,0,0,1,0,360.0,1.0,1,5762.0,0.02499132245748,0.4,0,1,0,5762.0,Standard,0
1,1,0,1,0,360.0,1.0,1,8588.0,0.0203772706101537,0.4861111111111111,0,1,0,8588.0,Standard,0
1,1,0,1,0,360.0,1.0,1,6250.0,0.02048,0.3555555555555555,0,1,0,6250.0,Standard,0
1,1,0,1,0,360.0,1.0,0,3250.0,0.0523076923076923,0.4722222222222222,1,0,0,3250.0,Standard,1
1,1,0,0,1,360.0,1.0,0,4735.0,0.0291446673706441,0.3833333333333333,0,0,1,4735.0,Standard,1
1,1,2,1,0,360.0,1.0,1,7945.0,0.026431718061674,0.5833333333333334,0,1,0,2648.3333333333335,Standard,0
1,1,0,1,0,480.0,1.0,1,4758.0,0.0332072299285414,0.3291666666666666,0,1,0,4758.0,Extended,1
1,0,0,1,1,360.0,1.0,1,6400.0,0.03125,0.5555555555555556,1,0,0,6400.0,Standard,1
1,1,1,1,0,360.0,1.0,1,4545.0,0.0228822882288228,0.2888888888888888,0,1,0,2272.5,Standard,0
